#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
259,RZ CEP,000-BDC-590,2458773.292882,9.4135,0.0118,False,Johnson V,CCD,SJTS,,
260,RZ CEP,000-BDC-590,2458773.293021,9.4335,0.0117,False,Johnson V,CCD,SJTS,,
261,RZ CEP,000-BDC-590,2458773.29316,9.4204,0.0117,False,Johnson V,CCD,SJTS,,
262,RZ CEP,000-BDC-590,2458773.293299,9.4059,0.0118,False,Johnson V,CCD,SJTS,,
263,RZ CEP,000-BDC-590,2458773.293426,9.3967,0.0117,False,Johnson V,CCD,SJTS,,
264,RZ CEP,000-BDC-590,2458773.293565,9.3853,0.0118,False,Johnson V,CCD,SJTS,,
265,RZ CEP,000-BDC-590,2458773.293704,9.3978,0.0116,False,Johnson V,CCD,SJTS,,
266,RZ CEP,000-BDC-590,2458773.293843,9.3921,0.0118,False,Johnson V,CCD,SJTS,,
267,RZ CEP,000-BDC-590,2458773.293981,9.4214,0.0117,False,Johnson V,CCD,SJTS,,
268,RZ CEP,000-BDC-590,2458773.294248,9.3946,0.0117,False,Johnson V,CCD,SJTS,,
269,RZ CEP,000-BDC-590,2458773.294525,9.395,0.0118,False,Johnson V,CCD,SJTS,,
270,RZ CEP,000-BDC-590,2458773.294664,9.3956,0.0116,False,Johnson V,CCD,SJTS,,
271,RZ CEP,000-BDC-590,2458773.294792,9.382,0.0116,False,Johnson V,CCD,SJTS,,
272,RZ CEP,000-BDC-590,2458773.294931,9.3936,0.0117,False,Johnson V,CCD,SJTS,,
273,RZ CEP,000-BDC-590,2458773.295069,9.4129,0.0116,False,Johnson V,CCD,SJTS,,
274,RZ CEP,000-BDC-590,2458773.295208,9.3875,0.0117,False,Johnson V,CCD,SJTS,,
275,RZ CEP,000-BDC-590,2458773.295347,9.3667,0.0117,False,Johnson V,CCD,SJTS,,
276,RZ CEP,000-BDC-590,2458773.295486,9.363,0.0118,False,Johnson V,CCD,SJTS,,
277,RZ CEP,000-BDC-590,2458773.295625,9.3864,0.0116,False,Johnson V,CCD,SJTS,,
278,RZ CEP,000-BDC-590,2458773.295752,9.3866,0.0117,False,Johnson V,CCD,SJTS,,
279,RZ CEP,000-BDC-590,2458773.295891,9.3839,0.0118,False,Johnson V,CCD,SJTS,,
280,RZ CEP,000-BDC-590,2458773.29603,9.3915,0.0117,False,Johnson V,CCD,SJTS,,
281,RZ CEP,000-BDC-590,2458773.296169,9.3711,0.0118,False,Johnson V,CCD,SJTS,,
282,RZ CEP,000-BDC-590,2458773.296308,9.4021,0.0116,False,Johnson V,CCD,SJTS,,
283,RZ CEP,000-BDC-590,2458773.296447,9.3611,0.0117,False,Johnson V,CCD,SJTS,,
284,RZ CEP,000-BDC-590,2458773.296574,9.3631,0.0118,False,Johnson V,CCD,SJTS,,
285,RZ CEP,000-BDC-590,2458773.296713,9.3509,0.0116,False,Johnson V,CCD,SJTS,,
286,RZ CEP,000-BDC-590,2458773.296852,9.342,0.0117,False,Johnson V,CCD,SJTS,,
287,RZ CEP,000-BDC-590,2458773.296991,9.3676,0.0115,False,Johnson V,CCD,SJTS,,
288,RZ CEP,000-BDC-590,2458773.29713,9.3547,0.0117,False,Johnson V,CCD,SJTS,,
289,RZ CEP,000-BDC-590,2458773.297269,9.345,0.012,False,Johnson V,CCD,SJTS,,
290,RZ CEP,000-BDC-590,2458773.297407,9.3694,0.0116,False,Johnson V,CCD,SJTS,,
291,RZ CEP,000-BDC-590,2458773.297535,9.3357,0.0118,False,Johnson V,CCD,SJTS,,
292,RZ CEP,000-BDC-590,2458773.297674,9.3475,0.0116,False,Johnson V,CCD,SJTS,,
293,RZ CEP,000-BDC-590,2458773.297813,9.3427,0.0117,False,Johnson V,CCD,SJTS,,
294,RZ CEP,000-BDC-590,2458773.29794,9.3464,0.0117,False,Johnson V,CCD,SJTS,,
295,RZ CEP,000-BDC-590,2458773.29809,9.3476,0.0117,False,Johnson V,CCD,SJTS,,
296,RZ CEP,000-BDC-590,2458773.298218,9.3292,0.0117,False,Johnson V,CCD,SJTS,,
297,RZ CEP,000-BDC-590,2458773.298356,9.3215,0.0119,False,Johnson V,CCD,SJTS,,
298,RZ CEP,000-BDC-590,2458773.298495,9.3669,0.0116,False,Johnson V,CCD,SJTS,,
299,RZ CEP,000-BDC-590,2458773.298634,9.3183,0.0116,False,Johnson V,CCD,SJTS,,
300,RZ CEP,000-BDC-590,2458773.298773,9.3218,0.0117,False,Johnson V,CCD,SJTS,,
301,RZ CEP,000-BDC-590,2458773.298912,9.3035,0.0117,False,Johnson V,CCD,SJTS,,
302,RZ CEP,000-BDC-590,2458773.299039,9.3441,0.0117,False,Johnson V,CCD,SJTS,,
303,RZ CEP,000-BDC-590,2458773.299178,9.3144,0.0116,False,Johnson V,CCD,SJTS,,
304,RZ CEP,000-BDC-590,2458773.299317,9.3343,0.0116,False,Johnson V,CCD,SJTS,,
305,RZ CEP,000-BDC-590,2458773.299456,9.3119,0.0118,False,Johnson V,CCD,SJTS,,
306,RZ CEP,000-BDC-590,2458773.299595,9.3178,0.0115,False,Johnson V,CCD,SJTS,,
307,RZ CEP,000-BDC-590,2458773.299722,9.3149,0.0116,False,Johnson V,CCD,SJTS,,
308,RZ CEP,000-BDC-590,2458773.299861,9.33,0.0116,False,Johnson V,CCD,SJTS,,
309,RZ CEP,000-BDC-590,2458773.3,9.3143,0.0117,False,Johnson V,CCD,SJTS,,
310,RZ CEP,000-BDC-590,2458773.300139,9.3059,0.0117,False,Johnson V,CCD,SJTS,,
311,RZ CEP,000-BDC-590,2458773.300278,9.3155,0.0115,False,Johnson V,CCD,SJTS,,
312,RZ CEP,000-BDC-590,2458773.300417,9.3319,0.0115,False,Johnson V,CCD,SJTS,,
313,RZ CEP,000-BDC-590,2458773.300556,9.2943,0.0117,False,Johnson V,CCD,SJTS,,
314,RZ CEP,000-BDC-590,2458773.300683,9.2976,0.0117,False,Johnson V,CCD,SJTS,,
315,RZ CEP,000-BDC-590,2458773.300822,9.2974,0.0117,False,Johnson V,CCD,SJTS,,
316,RZ CEP,000-BDC-590,2458773.300961,9.3271,0.0115,False,Johnson V,CCD,SJTS,,
317,RZ CEP,000-BDC-590,2458773.3011,9.3073,0.0116,False,Johnson V,CCD,SJTS,,
318,RZ CEP,000-BDC-590,2458773.301377,9.289,0.0116,False,Johnson V,CCD,SJTS,,
319,RZ CEP,000-BDC-590,2458773.301516,9.2984,0.0116,False,Johnson V,CCD,SJTS,,
320,RZ CEP,000-BDC-590,2458773.301655,9.2816,0.0115,False,Johnson V,CCD,SJTS,,
321,RZ CEP,000-BDC-590,2458773.301782,9.2973,0.0116,False,Johnson V,CCD,SJTS,,
322,RZ CEP,000-BDC-590,2458773.301921,9.2794,0.0115,False,Johnson V,CCD,SJTS,,
323,RZ CEP,000-BDC-590,2458773.30206,9.2855,0.0116,False,Johnson V,CCD,SJTS,,
324,RZ CEP,000-BDC-590,2458773.302199,9.2587,0.0115,False,Johnson V,CCD,SJTS,,
325,RZ CEP,000-BDC-590,2458773.302338,9.2772,0.0116,False,Johnson V,CCD,SJTS,,
326,RZ CEP,000-BDC-590,2458773.302477,9.2727,0.0117,False,Johnson V,CCD,SJTS,,
327,RZ CEP,000-BDC-590,2458773.302616,9.2685,0.0116,False,Johnson V,CCD,SJTS,,
328,RZ CEP,000-BDC-590,2458773.302755,9.2543,0.0117,False,Johnson V,CCD,SJTS,,
329,RZ CEP,000-BDC-590,2458773.302894,9.2641,0.0118,False,Johnson V,CCD,SJTS,,
330,RZ CEP,000-BDC-590,2458773.303032,9.2657,0.0116,False,Johnson V,CCD,SJTS,,
331,RZ CEP,000-BDC-590,2458773.303171,9.2668,0.0117,False,Johnson V,CCD,SJTS,,
332,RZ CEP,000-BDC-590,2458773.303299,9.2666,0.0116,False,Johnson V,CCD,SJTS,,
333,RZ CEP,000-BDC-590,2458773.303437,9.266,0.0115,False,Johnson V,CCD,SJTS,,
334,RZ CEP,000-BDC-590,2458773.303576,9.2713,0.0116,False,Johnson V,CCD,SJTS,,
335,RZ CEP,000-BDC-590,2458773.303715,9.2674,0.0116,False,Johnson V,CCD,SJTS,,
336,RZ CEP,000-BDC-590,2458773.303854,9.2545,0.0116,False,Johnson V,CCD,SJTS,,
337,RZ CEP,000-BDC-590,2458773.303993,9.2471,0.0116,False,Johnson V,CCD,SJTS,,
338,RZ CEP,000-BDC-590,2458773.304132,9.2619,0.0115,False,Johnson V,CCD,SJTS,,
339,RZ CEP,000-BDC-590,2458773.304271,9.2492,0.0115,False,Johnson V,CCD,SJTS,,
340,RZ CEP,000-BDC-590,2458773.30441,9.2797,0.0116,False,Johnson V,CCD,SJTS,,
341,RZ CEP,000-BDC-590,2458773.304537,9.2398,0.0117,False,Johnson V,CCD,SJTS,,
342,RZ CEP,000-BDC-590,2458773.304676,9.2441,0.0116,False,Johnson V,CCD,SJTS,,
343,RZ CEP,000-BDC-590,2458773.304815,9.258,0.0115,False,Johnson V,CCD,SJTS,,
344,RZ CEP,000-BDC-590,2458773.304942,9.2408,0.0117,False,Johnson V,CCD,SJTS,,
345,RZ CEP,000-BDC-590,2458773.305081,9.2469,0.0116,False,Johnson V,CCD,SJTS,,
346,RZ CEP,000-BDC-590,2458773.305359,9.2505,0.0116,False,Johnson V,CCD,SJTS,,
347,RZ CEP,000-BDC-590,2458773.305486,9.2529,0.0115,False,Johnson V,CCD,SJTS,,
348,RZ CEP,000-BDC-590,2458773.305625,9.246,0.0115,False,Johnson V,CCD,SJTS,,
349,RZ CEP,000-BDC-590,2458773.305764,9.2444,0.0115,False,Johnson V,CCD,SJTS,,
350,RZ CEP,000-BDC-590,2458773.305903,9.2485,0.0115,False,Johnson V,CCD,SJTS,,
351,RZ CEP,000-BDC-590,2458773.306042,9.262,0.0116,False,Johnson V,CCD,SJTS,,
352,RZ CEP,000-BDC-590,2458773.306169,9.2456,0.0115,False,Johnson V,CCD,SJTS,,
353,RZ CEP,000-BDC-590,2458773.306308,9.2232,0.0116,False,Johnson V,CCD,SJTS,,
354,RZ CEP,000-BDC-590,2458773.306447,9.2341,0.0115,False,Johnson V,CCD,SJTS,,
355,RZ CEP,000-BDC-590,2458773.306586,9.2484,0.0115,False,Johnson V,CCD,SJTS,,
356,RZ CEP,000-BDC-590,2458773.306713,9.2326,0.0115,False,Johnson V,CCD,SJTS,,
357,RZ CEP,000-BDC-590,2458773.306852,9.2296,0.0115,False,Johnson V,CCD,SJTS,,
358,RZ CEP,000-BDC-590,2458773.306991,9.2313,0.0116,False,Johnson V,CCD,SJTS,,
359,RZ CEP,000-BDC-590,2458773.30713,9.2393,0.0115,False,Johnson V,CCD,SJTS,,
360,RZ CEP,000-BDC-590,2458773.307257,9.24,0.0116,False,Johnson V,CCD,SJTS,,
361,RZ CEP,000-BDC-590,2458773.307396,9.2241,0.0115,False,Johnson V,CCD,SJTS,,
362,RZ CEP,000-BDC-590,2458773.307523,9.2246,0.0115,False,Johnson V,CCD,SJTS,,
363,RZ CEP,000-BDC-590,2458773.307662,9.2322,0.0115,False,Johnson V,CCD,SJTS,,
364,RZ CEP,000-BDC-590,2458773.307801,9.2266,0.0114,False,Johnson V,CCD,SJTS,,
365,RZ CEP,000-BDC-590,2458773.307928,9.2318,0.0116,False,Johnson V,CCD,SJTS,,
366,RZ CEP,000-BDC-590,2458773.308067,9.2309,0.0115,False,Johnson V,CCD,SJTS,,
367,RZ CEP,000-BDC-590,2458773.308206,9.2076,0.0116,False,Johnson V,CCD,SJTS,,
368,RZ CEP,000-BDC-590,2458773.308345,9.2219,0.0115,False,Johnson V,CCD,SJTS,,
369,RZ CEP,000-BDC-590,2458773.308472,9.2257,0.0115,False,Johnson V,CCD,SJTS,,
370,RZ CEP,000-BDC-590,2458773.308611,9.2041,0.0115,False,Johnson V,CCD,SJTS,,
371,RZ CEP,000-BDC-590,2458773.308738,9.2209,0.0115,False,Johnson V,CCD,SJTS,,
372,RZ CEP,000-BDC-590,2458773.308877,9.232,0.0117,False,Johnson V,CCD,SJTS,,
373,RZ CEP,000-BDC-590,2458773.309016,9.2203,0.0116,False,Johnson V,CCD,SJTS,,
374,RZ CEP,000-BDC-590,2458773.309155,9.2203,0.0115,False,Johnson V,CCD,SJTS,,
375,RZ CEP,000-BDC-590,2458773.309294,9.2272,0.0115,False,Johnson V,CCD,SJTS,,
376,RZ CEP,000-BDC-590,2458773.309433,9.211,0.0114,False,Johnson V,CCD,SJTS,,
377,RZ CEP,000-BDC-590,2458773.30956,9.2092,0.0116,False,Johnson V,CCD,SJTS,,
378,RZ CEP,000-BDC-590,2458773.309699,9.2264,0.0115,False,Johnson V,CCD,SJTS,,
379,RZ CEP,000-BDC-590,2458773.309838,9.2031,0.0115,False,Johnson V,CCD,SJTS,,
380,RZ CEP,000-BDC-590,2458773.309977,9.2116,0.0115,False,Johnson V,CCD,SJTS,,
381,RZ CEP,000-BDC-590,2458773.310116,9.2229,0.0115,False,Johnson V,CCD,SJTS,,
382,RZ CEP,000-BDC-590,2458773.310255,9.2105,0.0114,False,Johnson V,CCD,SJTS,,
383,RZ CEP,000-BDC-590,2458773.310382,9.2168,0.0115,False,Johnson V,CCD,SJTS,,
384,RZ CEP,000-BDC-590,2458773.310521,9.219,0.0115,False,Johnson V,CCD,SJTS,,
385,RZ CEP,000-BDC-590,2458773.31066,9.2111,0.0115,False,Johnson V,CCD,SJTS,,
386,RZ CEP,000-BDC-590,2458773.310799,9.2092,0.0114,False,Johnson V,CCD,SJTS,,
387,RZ CEP,000-BDC-590,2458773.310937,9.207,0.0115,False,Johnson V,CCD,SJTS,,
388,RZ CEP,000-BDC-590,2458773.311065,9.2181,0.0114,False,Johnson V,CCD,SJTS,,
389,RZ CEP,000-BDC-590,2458773.311204,9.2101,0.0114,False,Johnson V,CCD,SJTS,,
390,RZ CEP,000-BDC-590,2458773.311343,9.2252,0.0114,False,Johnson V,CCD,SJTS,,
391,RZ CEP,000-BDC-590,2458773.311481,9.2198,0.0115,False,Johnson V,CCD,SJTS,,
392,RZ CEP,000-BDC-590,2458773.31162,9.1889,0.0115,False,Johnson V,CCD,SJTS,,
393,RZ CEP,000-BDC-590,2458773.311759,9.2179,0.0114,False,Johnson V,CCD,SJTS,,
394,RZ CEP,000-BDC-590,2458773.311898,9.2186,0.0114,False,Johnson V,CCD,SJTS,,
395,RZ CEP,000-BDC-590,2458773.312037,9.2065,0.0114,False,Johnson V,CCD,SJTS,,
396,RZ CEP,000-BDC-590,2458773.312164,9.1922,0.0115,False,Johnson V,CCD,SJTS,,
397,RZ CEP,000-BDC-590,2458773.312303,9.1894,0.0115,False,Johnson V,CCD,SJTS,,
398,RZ CEP,000-BDC-590,2458773.312442,9.198,0.0115,False,Johnson V,CCD,SJTS,,
399,RZ CEP,000-BDC-590,2458773.312581,9.1939,0.0114,False,Johnson V,CCD,SJTS,,
400,RZ CEP,000-BDC-590,2458773.31272,9.1981,0.0116,False,Johnson V,CCD,SJTS,,
401,RZ CEP,000-BDC-590,2458773.312847,9.1951,0.0114,False,Johnson V,CCD,SJTS,,
402,RZ CEP,000-BDC-590,2458773.312986,9.1772,0.0116,False,Johnson V,CCD,SJTS,,
403,RZ CEP,000-BDC-590,2458773.313125,9.2146,0.0115,False,Johnson V,CCD,SJTS,,
404,RZ CEP,000-BDC-590,2458773.313264,9.184,0.0115,False,Johnson V,CCD,SJTS,,
405,RZ CEP,000-BDC-590,2458773.313403,9.1926,0.0116,False,Johnson V,CCD,SJTS,,
406,RZ CEP,000-BDC-590,2458773.313542,9.2059,0.0114,False,Johnson V,CCD,SJTS,,
407,RZ CEP,000-BDC-590,2458773.313669,9.1688,0.0116,False,Johnson V,CCD,SJTS,,
408,RZ CEP,000-BDC-590,2458773.313808,9.1955,0.0114,False,Johnson V,CCD,SJTS,,
409,RZ CEP,000-BDC-590,2458773.313947,9.193,0.0115,False,Johnson V,CCD,SJTS,,
410,RZ CEP,000-BDC-590,2458773.314086,9.1783,0.0114,False,Johnson V,CCD,SJTS,,
411,RZ CEP,000-BDC-590,2458773.314225,9.1929,0.0115,False,Johnson V,CCD,SJTS,,
412,RZ CEP,000-BDC-590,2458773.314363,9.1976,0.0114,False,Johnson V,CCD,SJTS,,
413,RZ CEP,000-BDC-590,2458773.314491,9.1942,0.0115,False,Johnson V,CCD,SJTS,,
414,RZ CEP,000-BDC-590,2458773.31463,9.1871,0.0115,False,Johnson V,CCD,SJTS,,
415,RZ CEP,000-BDC-590,2458773.314769,9.1894,0.0114,False,Johnson V,CCD,SJTS,,
416,RZ CEP,000-BDC-590,2458773.314907,9.1745,0.0116,False,Johnson V,CCD,SJTS,,
417,RZ CEP,000-BDC-590,2458773.315035,9.1868,0.0116,False,Johnson V,CCD,SJTS,,
418,RZ CEP,000-BDC-590,2458773.315174,9.1837,0.0115,False,Johnson V,CCD,SJTS,,
419,RZ CEP,000-BDC-590,2458773.315313,9.164,0.0115,False,Johnson V,CCD,SJTS,,
420,RZ CEP,000-BDC-590,2458773.31544,9.1767,0.0115,False,Johnson V,CCD,SJTS,,
421,RZ CEP,000-BDC-590,2458773.315579,9.1581,0.0117,False,Johnson V,CCD,SJTS,,
422,RZ CEP,000-BDC-590,2458773.315718,9.1814,0.0114,False,Johnson V,CCD,SJTS,,
423,RZ CEP,000-BDC-590,2458773.315856,9.1998,0.0115,False,Johnson V,CCD,SJTS,,
424,RZ CEP,000-BDC-590,2458773.315995,9.1876,0.0114,False,Johnson V,CCD,SJTS,,
425,RZ CEP,000-BDC-590,2458773.316134,9.1865,0.0115,False,Johnson V,CCD,SJTS,,
426,RZ CEP,000-BDC-590,2458773.316273,9.1808,0.0115,False,Johnson V,CCD,SJTS,,
427,RZ CEP,000-BDC-590,2458773.3164,9.1955,0.0115,False,Johnson V,CCD,SJTS,,
428,RZ CEP,000-BDC-590,2458773.316539,9.1794,0.0116,False,Johnson V,CCD,SJTS,,
429,RZ CEP,000-BDC-590,2458773.316678,9.1798,0.0114,False,Johnson V,CCD,SJTS,,
430,RZ CEP,000-BDC-590,2458773.316806,9.1752,0.0114,False,Johnson V,CCD,SJTS,,
431,RZ CEP,000-BDC-590,2458773.316944,9.1699,0.0116,False,Johnson V,CCD,SJTS,,
432,RZ CEP,000-BDC-590,2458773.317083,9.1915,0.0115,False,Johnson V,CCD,SJTS,,
433,RZ CEP,000-BDC-590,2458773.317222,9.2032,0.0115,False,Johnson V,CCD,SJTS,,
434,RZ CEP,000-BDC-590,2458773.317361,9.2038,0.0115,False,Johnson V,CCD,SJTS,,
435,RZ CEP,000-BDC-590,2458773.317488,9.1918,0.0114,False,Johnson V,CCD,SJTS,,
436,RZ CEP,000-BDC-590,2458773.317627,9.1901,0.0115,False,Johnson V,CCD,SJTS,,
437,RZ CEP,000-BDC-590,2458773.317766,9.1933,0.0114,False,Johnson V,CCD,SJTS,,
438,RZ CEP,000-BDC-590,2458773.317905,9.1866,0.0114,False,Johnson V,CCD,SJTS,,
439,RZ CEP,000-BDC-590,2458773.318044,9.1903,0.0115,False,Johnson V,CCD,SJTS,,
440,RZ CEP,000-BDC-590,2458773.318183,9.1854,0.0116,False,Johnson V,CCD,SJTS,,
441,RZ CEP,000-BDC-590,2458773.31831,9.1938,0.0115,False,Johnson V,CCD,SJTS,,
442,RZ CEP,000-BDC-590,2458773.318449,9.2042,0.0113,False,Johnson V,CCD,SJTS,,
443,RZ CEP,000-BDC-590,2458773.318588,9.186,0.0116,False,Johnson V,CCD,SJTS,,
444,RZ CEP,000-BDC-590,2458773.318727,9.1707,0.0116,False,Johnson V,CCD,SJTS,,
445,RZ CEP,000-BDC-590,2458773.318866,9.175,0.0115,False,Johnson V,CCD,SJTS,,
446,RZ CEP,000-BDC-590,2458773.318993,9.1784,0.0115,False,Johnson V,CCD,SJTS,,
447,RZ CEP,000-BDC-590,2458773.319132,9.1899,0.0116,False,Johnson V,CCD,SJTS,,
448,RZ CEP,000-BDC-590,2458773.319271,9.1914,0.0114,False,Johnson V,CCD,SJTS,,
449,RZ CEP,000-BDC-590,2458773.31941,9.1816,0.0116,False,Johnson V,CCD,SJTS,,
450,RZ CEP,000-BDC-590,2458773.319549,9.1947,0.0115,False,Johnson V,CCD,SJTS,,
451,RZ CEP,000-BDC-590,2458773.319688,9.1937,0.0116,False,Johnson V,CCD,SJTS,,
452,RZ CEP,000-BDC-590,2458773.319815,9.1747,0.0116,False,Johnson V,CCD,SJTS,,
453,RZ CEP,000-BDC-590,2458773.319954,9.1846,0.0115,False,Johnson V,CCD,SJTS,,
454,RZ CEP,000-BDC-590,2458773.320093,9.1625,0.0116,False,Johnson V,CCD,SJTS,,
455,RZ CEP,000-BDC-590,2458773.320231,9.1818,0.0115,False,Johnson V,CCD,SJTS,,
456,RZ CEP,000-BDC-590,2458773.320359,9.2023,0.0114,False,Johnson V,CCD,SJTS,,
457,RZ CEP,000-BDC-590,2458773.320498,9.1813,0.0115,False,Johnson V,CCD,SJTS,,
458,RZ CEP,000-BDC-590,2458773.320637,9.1769,0.0115,False,Johnson V,CCD,SJTS,,
459,RZ CEP,000-BDC-590,2458773.320764,9.1927,0.0116,False,Johnson V,CCD,SJTS,,
460,RZ CEP,000-BDC-590,2458773.320903,9.1877,0.0114,False,Johnson V,CCD,SJTS,,
461,RZ CEP,000-BDC-590,2458773.321042,9.1934,0.0116,False,Johnson V,CCD,SJTS,,
462,RZ CEP,000-BDC-590,2458773.321181,9.203,0.0114,False,Johnson V,CCD,SJTS,,
463,RZ CEP,000-BDC-590,2458773.321319,9.204,0.0115,False,Johnson V,CCD,SJTS,,
464,RZ CEP,000-BDC-590,2458773.321586,9.1947,0.0114,False,Johnson V,CCD,SJTS,,
465,RZ CEP,000-BDC-590,2458773.321725,9.2134,0.0114,False,Johnson V,CCD,SJTS,,
466,RZ CEP,000-BDC-590,2458773.321863,9.1747,0.0115,False,Johnson V,CCD,SJTS,,
467,RZ CEP,000-BDC-590,2458773.322002,9.1938,0.0115,False,Johnson V,CCD,SJTS,,
468,RZ CEP,000-BDC-590,2458773.322141,9.2075,0.0114,False,Johnson V,CCD,SJTS,,
469,RZ CEP,000-BDC-590,2458773.32228,9.1956,0.0115,False,Johnson V,CCD,SJTS,,
470,RZ CEP,000-BDC-590,2458773.322419,9.1868,0.0116,False,Johnson V,CCD,SJTS,,
471,RZ CEP,000-BDC-590,2458773.322558,9.1759,0.0116,False,Johnson V,CCD,SJTS,,
472,RZ CEP,000-BDC-590,2458773.322685,9.2022,0.0116,False,Johnson V,CCD,SJTS,,
473,RZ CEP,000-BDC-590,2458773.322824,9.1845,0.0115,False,Johnson V,CCD,SJTS,,
474,RZ CEP,000-BDC-590,2458773.322963,9.2162,0.0115,False,Johnson V,CCD,SJTS,,
475,RZ CEP,000-BDC-590,2458773.323102,9.1756,0.0115,False,Johnson V,CCD,SJTS,,
476,RZ CEP,000-BDC-590,2458773.323241,9.1812,0.0116,False,Johnson V,CCD,SJTS,,
477,RZ CEP,000-BDC-590,2458773.323368,9.203,0.0115,False,Johnson V,CCD,SJTS,,
478,RZ CEP,000-BDC-590,2458773.323507,9.1985,0.0115,False,Johnson V,CCD,SJTS,,
479,RZ CEP,000-BDC-590,2458773.323646,9.2113,0.0116,False,Johnson V,CCD,SJTS,,
480,RZ CEP,000-BDC-590,2458773.323785,9.1895,0.0115,False,Johnson V,CCD,SJTS,,
481,RZ CEP,000-BDC-590,2458773.323912,9.1848,0.0116,False,Johnson V,CCD,SJTS,,
482,RZ CEP,000-BDC-590,2458773.324051,9.1863,0.0115,False,Johnson V,CCD,SJTS,,
483,RZ CEP,000-BDC-590,2458773.32419,9.1929,0.0115,False,Johnson V,CCD,SJTS,,
484,RZ CEP,000-BDC-590,2458773.324329,9.1896,0.0114,False,Johnson V,CCD,SJTS,,
485,RZ CEP,000-BDC-590,2458773.324468,9.2065,0.0117,False,Johnson V,CCD,SJTS,,
486,RZ CEP,000-BDC-590,2458773.324606,9.2087,0.0115,False,Johnson V,CCD,SJTS,,
487,RZ CEP,000-BDC-590,2458773.324734,9.1881,0.0116,False,Johnson V,CCD,SJTS,,
488,RZ CEP,000-BDC-590,2458773.324873,9.1908,0.0115,False,Johnson V,CCD,SJTS,,
489,RZ CEP,000-BDC-590,2458773.325012,9.2202,0.0115,False,Johnson V,CCD,SJTS,,
490,RZ CEP,000-BDC-590,2458773.32515,9.1773,0.0116,False,Johnson V,CCD,SJTS,,
491,RZ CEP,000-BDC-590,2458773.325289,9.2289,0.0115,False,Johnson V,CCD,SJTS,,
492,RZ CEP,000-BDC-590,2458773.325417,9.1955,0.0117,False,Johnson V,CCD,SJTS,,
493,RZ CEP,000-BDC-590,2458773.325556,9.1972,0.0116,False,Johnson V,CCD,SJTS,,
494,RZ CEP,000-BDC-590,2458773.325694,9.1979,0.0116,False,Johnson V,CCD,SJTS,,
495,RZ CEP,000-BDC-590,2458773.325833,9.1917,0.0116,False,Johnson V,CCD,SJTS,,
496,RZ CEP,000-BDC-590,2458773.325961,9.1995,0.0116,False,Johnson V,CCD,SJTS,,
497,RZ CEP,000-BDC-590,2458773.3261,9.2012,0.0116,False,Johnson V,CCD,SJTS,,
498,RZ CEP,000-BDC-590,2458773.326238,9.2016,0.0116,False,Johnson V,CCD,SJTS,,
499,RZ CEP,000-BDC-590,2458773.326377,9.2228,0.0113,False,Johnson V,CCD,SJTS,,
500,RZ CEP,000-BDC-590,2458773.326516,9.2041,0.0116,False,Johnson V,CCD,SJTS,,
501,RZ CEP,000-BDC-590,2458773.326655,9.2006,0.0116,False,Johnson V,CCD,SJTS,,
502,RZ CEP,000-BDC-590,2458773.326782,9.2002,0.0116,False,Johnson V,CCD,SJTS,,
503,RZ CEP,000-BDC-590,2458773.326921,9.2151,0.0116,False,Johnson V,CCD,SJTS,,
504,RZ CEP,000-BDC-590,2458773.32706,9.2012,0.0116,False,Johnson V,CCD,SJTS,,
505,RZ CEP,000-BDC-590,2458773.327199,9.2012,0.0116,False,Johnson V,CCD,SJTS,,
506,RZ CEP,000-BDC-590,2458773.327338,9.2048,0.0116,False,Johnson V,CCD,SJTS,,
507,RZ CEP,000-BDC-590,2458773.327477,9.2339,0.0115,False,Johnson V,CCD,SJTS,,
508,RZ CEP,000-BDC-590,2458773.327604,9.2148,0.0116,False,Johnson V,CCD,SJTS,,
509,RZ CEP,000-BDC-590,2458773.327743,9.2239,0.0114,False,Johnson V,CCD,SJTS,,
510,RZ CEP,000-BDC-590,2458773.327882,9.2145,0.0116,False,Johnson V,CCD,SJTS,,
511,RZ CEP,000-BDC-590,2458773.328021,9.2235,0.0115,False,Johnson V,CCD,SJTS,,
512,RZ CEP,000-BDC-590,2458773.32816,9.2469,0.0114,False,Johnson V,CCD,SJTS,,
513,RZ CEP,000-BDC-590,2458773.328299,9.2219,0.0115,False,Johnson V,CCD,SJTS,,
514,RZ CEP,000-BDC-590,2458773.328426,9.2335,0.0115,False,Johnson V,CCD,SJTS,,
515,RZ CEP,000-BDC-590,2458773.328565,9.2197,0.0115,False,Johnson V,CCD,SJTS,,
516,RZ CEP,000-BDC-590,2458773.328704,9.2394,0.0114,False,Johnson V,CCD,SJTS,,
517,RZ CEP,000-BDC-590,2458773.328843,9.2412,0.0115,False,Johnson V,CCD,SJTS,,
518,RZ CEP,000-BDC-590,2458773.328981,9.2123,0.0116,False,Johnson V,CCD,SJTS,,
519,RZ CEP,000-BDC-590,2458773.32912,9.2156,0.0114,False,Johnson V,CCD,SJTS,,
520,RZ CEP,000-BDC-590,2458773.329248,9.2307,0.0115,False,Johnson V,CCD,SJTS,,
521,RZ CEP,000-BDC-590,2458773.329387,9.234,0.0115,False,Johnson V,CCD,SJTS,,
